,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
1,15Cohen,sentence,0.0,0.0,,The Masked Versus the Unmasked.,BY ROGER COHEN,Opinion,Article,Op-Ed,"['Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'United States Politics and Government', 'Firearms', 'Rumors and Misinformation']",['Justice Department'],"['Trump, Donald J', 'Barr, William P']",['Colorado'],The Masked Versus the Unmasked,How can Trump opponents take on people who will stop at nothing?,2020-05-15T19:36:13-04:00,2020-05-16 00:36:13+01:00
2,15Cohen,sentence,-0.800000011920929,0.800000011920929,,How can Trump opponents take on people who will stop at nothing?,BY ROGER COHEN,Opinion,Article,Op-Ed,"['Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'United States Politics and Government', 'Firearms', 'Rumors and Misinformation']",['Justice Department'],"['Trump, Donald J', 'Barr, William P']",['Colorado'],The Masked Versus the Unmasked,How can Trump opponents take on people who will stop at nothing?,2020-05-15T19:36:13-04:00,2020-05-16 00:36:13+01:00
0,15virus-manfred,document,-0.4000000059604645,0.8999999761581421,en,,BY TYLER KEPNER,Sports,Article,News,"['Baseball', 'Coronavirus (2019-nCoV)']",['Major League Baseball'],"['Manfred, Robert D']",,M.L.B.’s Efforts to Return to the Field Could Take the Game Back to 1994,"The potential for labor strife has loomed over plans to put teams on the field this summer, threatening the sport with a potential long-term decline.",2020-05-15T19:22:33-04:00,2020-05-16 00:22:33+01:00
1,15virus-manfred,sentence,0.0,0.0,,M.L.B.’s Efforts to Return to the Field Could Take the Game Back to 1994.,BY TYLER KEPNER,Sports,Article,News,"['Baseball', 'Coronavirus (2019-nCoV)']",['Major League Baseball'],"['Manfred, Robert D']",,M.L.B.’s Efforts to Return to the Field Could Take the Game Back to 1994,"The potential for labor strife has loomed over plans to put teams on the field this summer, threatening the sport with a potential long-term decline.",2020-05-15T19:22:33-04:00,2020-05-16 00:22:33+01:00
2,15virus-manfred,sentence,-0.800000011920929,0.800000011920929,,"The potential for labor strife has loomed over plans to put teams on the field this summer, threatening the sport with a potential long-term decline.",BY TYLER KEPNER,Sports,Article,News,"['Baseball', 'Coronavirus (2019-nCoV)']",['Major League Baseball'],"['Manfred, Robert D']",,M.L.B.’s Efforts to Return to the Field Could Take the Game Back to 1994,"The potential for labor strife has loomed over plans to put teams on the field this summer, threatening the sport with a potential long-term decline.",2020-05-15T19:22:33-04:00,2020-05-16 00:22:33+01:00
0,15dc-virus-cong,document,0.10000000149011612,0.4000000059604645,en,,BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Economy', 'Unemployment Insurance', 'Tax Credits, Deductions and Exemptions', 'Coronavirus (2019-nCoV)']",['House of Representatives'],"['McConnell, Mitch', 'Pelosi, Nancy', 'Trump, Donald J']",,House Passes $3 Trillion Aid Bill Over Republican Opposition,"The bill faces a veto threat from President Trump, near-unanimous opposition by Republicans and complaints from Democrats, but leaders called it their opening offer in talks on the next round of pandemic relief.",2020-05-15T19:21:36-04:00,2020-05-16 00:21:36+01:00
1,15dc-virus-cong,sentence,0.30000001192092896,0.30000001192092896,,House Passes $3 Trillion Aid Bill Over Republican Opposition.,BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Economy', 'Unemployment Insurance', 'Tax Credits, Deductions and Exemptions', 'Coronavirus (2019-nCoV)']",['House of Representatives'],"['McConnell, Mitch', 'Pelosi, Nancy', 'Trump, Donald J']",,House Passes $3 Trillion Aid Bill Over Republican Opposition,"The bill faces a veto threat from President Trump, near-unanimous opposition by Republicans and complaints from Democrats, but leaders called it their opening offer in talks on the next round of pandemic relief.",2020-05-15T19:21:36-04:00,2020-05-16 00:21:36+01:00
2,15dc-virus-cong,sentence,0.0,0.0,,"The bill faces a veto threat from President Trump, near-unanimous opposition by Republicans and complaints from Democrats, but leaders called it their opening offer in talks on the next round of pandemic relief.",BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Economy', 'Unemployment Insurance', 'Tax Credits, Deductions and Exemptions', 'Coronavirus (2019-nCoV)']",['House of Representatives'],"['McConnell, Mitch', 'Pelosi, Nancy', 'Trump, Donald J']",,House Passes $3 Trillion Aid Bill Over Republican Opposition,"The bill faces a veto threat from President Trump, near-unanimous opposition by Republicans and complaints from Democrats, but leaders called it their opening offer in talks on the next round of pandemic relief.",2020-05-15T19:21:36-04:00,2020-05-16 00:21:36+01:00
0,15xp-michigan,document,-0.4000000059604645,0.8999999761581421,en,,BY CHRISTOPHER MELE,U.S.,Article,News,"['Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Shutdowns (Institutional)', 'Executive Orders and Memorandums', 'Threats and Threatening Messages', 'Social Media']",,"['Whitmer, Gretchen', 'Nessel, Dana', 'Robert Tesh']","['Michigan', 'Detroit (Mich)']","Man Faces Terrorism Charge After Threatening to Kill Michigan’s Governor, Officials Say","Robert S. Tesh made “credible threats” via social media messages to kill Gov. Gretchen Whitmer and Michigan’s attorney general, Dana Nessel, the authorities said.",2020-05-15T19:20:53-04:00,2020-05-16 00:20:53+01:00
1,15xp-michigan,sentence,-0.10000000149011612,0.10000000149011612,,"Man Faces Terrorism Charge After Threatening to Kill Michigan’s Governor, Officials Say.",BY CHRISTOPHER MELE,U.S.,Article,News,"['Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Shutdowns (Institutional)', 'Executive Orders and Memorandums', 'Threats and Threatening Messages', 'Social Media']",,"['Whitmer, Gretchen', 'Nessel, Dana', 'Robert Tesh']","['Michigan', 'Detroit (Mich)']","Man Faces Terrorism Charge After Threatening to Kill Michigan’s Governor, Officials Say","Robert S. Tesh made “credible threats” via social media messages to kill Gov. Gretchen Whitmer and Michigan’s attorney general, Dana Nessel, the authorities said.",2020-05-15T19:20:53-04:00,2020-05-16 00:20:53+01:00
2,15xp-michigan,sentence,-0.800000011920929,0.800000011920929,,"Robert S. Tesh made “credible threats” via social media messages to kill Gov. Gretchen Whitmer and Michigan’s attorney general, Dana Nessel, the authorities said.",BY CHRISTOPHER MELE,U.S.,Article,News,"['Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Shutdowns (Institutional)', 'Executive Orders and Memorandums', 'Threats and Threatening Messages', 'Social Media']",,"['Whitmer, Gretchen', 'Nessel, Dana', 'Robert Tesh']","['Michigan', 'Detroit (Mich)']","Man Faces Terrorism Charge After Threatening to Kill Michigan’s Governor, Officials Say","Robert S. Tesh made “credible threats” via social media messages to kill Gov. Gretchen Whitmer and Michigan’s attorney general, Dana Nessel, the authorities said.",2020-05-15T19:20:53-04:00,2020-05-16 00:20:53+01:00
0,15daily-joyrelief,document,-0.10000000149011612,0.20000000298023224,en,,,Podcasts,Article,News,['Quarantines'],,"['Rao, Tejal']",,"A Bit of Relief: Reruns, Rituals and Restaurants",“Experiencing good or even brilliantly dumb art is a form of self-care.”,2020-05-15T19:19:54-04:00,2020-05-16 00:19:54+01:00
1,15daily-joyrelief,sentence,0.0,0.0,,"A Bit of Relief: Reruns, Rituals and Restaurants.",,Podcasts,Article,News,['Quarantines'],,"['Rao, Tejal']",,"A Bit of Relief: Reruns, Rituals and Restaurants",“Experiencing good or even brilliantly dumb art is a form of self-care.”,2020-05-15T19:19:54-04:00,2020-05-16 00:19:54+01:00
2,15daily-joyrelief,sentence,-0.10000000149011612,0.10000000149011612,,“Experiencing good or even brilliantly dumb art is a form of self-care.”,,Podcasts,Article,News,['Quarantines'],,"['Rao, Tejal']",,"A Bit of Relief: Reruns, Rituals and Restaurants",“Experiencing good or even brilliantly dumb art is a form of self-care.”,2020-05-15T19:19:54-04:00,2020-05-16 00:19:54+01:00
0,15kobe-autopsy,document,-0.5,1.7000000476837158,en,,BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Deaths (Fatalities)']",,"['Bryant, Kobe']",['Los Angeles County (Calif)'],Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs,"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system. The victims all died from blunt trauma.",2020-05-15T19:12:58-04:00,2020-05-16 00:12:58+01:00
1,15kobe-autopsy,sentence,-0.5,0.5,,Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs.,BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Deaths (Fatalities)']",,"['Bryant, Kobe']",['Los Angeles County (Calif)'],Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs,"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system. The victims all died from blunt trauma.",2020-05-15T19:12:58-04:00,2020-05-16 00:12:58+01:00
2,15kobe-autopsy,sentence,-0.6000000238418579,0.6000000238418579,,"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system.",BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Deaths (Fatalities)']",,"['Bryant, Kobe']",['Los Angeles County (Calif)'],Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs,"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system. The victims all died from blunt trauma.",2020-05-15T19:12:58-04:00,2020-05-16 00:12:58+01:00
3,15kobe-autopsy,sentence,-0.5,0.5,,The victims all died from blunt trauma.,BY NICHOLAS BOGEL-BURROUGHS,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Deaths (Fatalities)']",,"['Bryant, Kobe']",['Los Angeles County (Calif)'],Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs,"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system. The victims all died from blunt trauma.",2020-05-15T19:12:58-04:00,2020-05-16 00:12:58+01:00
0,15salter,document,-0.5,1.0,en,,BY ELEANOR SALTER,Opinion,Article,Op-Ed,"['Bars and Nightclubs', 'Politics and Government', 'Renting and Leasing (Real Estate)', 'Shutdowns (Institutional)', 'Quarantines', 'Coronavirus (2019-nCoV)']",,,['Great Britain'],Will Britain’s Pubs Survive the Coronavirus?,A fundamental pillar of British life is in peril.,2020-05-15T19:09:28-04:00,2020-05-16 00:09:28+01:00
1,15salter,sentence,-0.10000000149011612,0.10000000149011612,,Will Britain’s Pubs Survive the Coronavirus?.,BY ELEANOR SALTER,Opinion,Article,Op-Ed,"['Bars and Nightclubs', 'Politics and Government', 'Renting and Leasing (Real Estate)', 'Shutdowns (Institutional)', 'Quarantines', 'Coronavirus (2019-nCoV)']",,,['Great Britain'],Will Britain’s Pubs Survive the Coronavirus?,A fundamental pillar of British life is in peril.,2020-05-15T19:09:28-04:00,2020-05-16 00:09:28+01:00
2,15salter,sentence,-0.800000011920929,0.800000011920929,,A fundamental pillar of British life is in peril.,BY ELEANOR SALTER,Opinion,Article,Op-Ed,"['Bars and Nightclubs', 'Politics and Government', 'Renting and Leasing (Real Estate)', 'Shutdowns (Institutional)', 'Quarantines', 'Coronavirus (2019-nCoV)']",,,['Great Britain'],Will Britain’s Pubs Survive the Coronavirus?,A fundamental pillar of British life is in peril.,2020-05-15T19:09:28-04:00,2020-05-16 00:09:28+01:00
0,15dc-dni,document,-0.10000000149011612,0.6000000238418579,en,,BY JULIAN E. BARNES AND ERIC SCHMITT,U.S.,Article,News,"['Espionage and Intelligence Services', 'Layoffs and Job Reductions', 'United States Politics and Government']","['National Counterterrorism Center', 'Office of the Director of National Intelligence']","['Grenell, Richard', 'Ratcliffe, John Lee (1965- )']",['United States'],Intelligence Chief Reduces Size of Counterterrorism Office,The cuts to the National Counterterrorism Center were smaller than some former officials feared. The changes will allow intelligence agencies to shift personnel to other threats.,2020-05-15T19:03:20-04:00,2020-05-16 00:03:20+01:00
1,15dc-dni,sentence,0.0,0.0,,Intelligence Chief Reduces Size of Counterterrorism Office.,BY JULIAN E. BARNES AND ERIC SCHMITT,U.S.,Article,News,"['Espionage and Intelligence Services', 'Layoffs and Job Reductions', 'United States Politics and Government']","['National Counterterrorism Center', 'Office of the Director of National Intelligence']","['Grenell, Richard', 'Ratcliffe, John Lee (1965- )']",['United States'],Intelligence Chief Reduces Size of Counterterrorism Office,The cuts to the National Counterterrorism Center were smaller than some former officials feared. The changes will allow intelligence agencies to shift personnel to other threats.,2020-05-15T19:03:20-04:00,2020-05-16 00:03:20+01:00
2,15dc-dni,sentence,-0.4000000059604645,0.4000000059604645,,The cuts to the National Counterterrorism Center were smaller than some former officials feared.,BY JULIAN E. BARNES AND ERIC SCHMITT,U.S.,Article,News,"['Espionage and Intelligence Services', 'Layoffs and Job Reductions', 'United States Politics and Government']","['National Counterterrorism Center', 'Office of the Director of National Intelligence']","['Grenell, Richard', 'Ratcliffe, John Lee (1965- )']",['United States'],Intelligence Chief Reduces Size of Counterterrorism Office,The cuts to the National Counterterrorism Center were smaller than some former officials feared. The changes will allow intelligence agencies to shift personnel to other threats.,2020-05-15T19:03:20-04:00,2020-05-16 00:03:20+01:00
3,15dc-dni,sentence,0.10000000149011612,0.10000000149011612,,The changes will allow intelligence agencies to shift personnel to other threats.,BY JULIAN E. BARNES AND ERIC SCHMITT,U.S.,Article,News,"['Espionage and Intelligence Services', 'Layoffs and Job Reductions', 'United States Politics and Government']","['National Counterterrorism Center', 'Office of the Director of National Intelligence']","['Grenell, Richard', 'Ratcliffe, John Lee (1965- )']",['United States'],Intelligence Chief Reduces Size of Counterterrorism Office,The cuts to the National Counterterrorism Center were smaller than some former officials feared. The changes will allow intelligence agencies to shift personnel to other threats.,2020-05-15T19:03:20-04:00,2020-05-16 00:03:20+01:00
0,15amazon,document,-0.30000001192092896,0.8999999761581421,en,,BY DAVID MCCABE,Technology,Article,News,"['United States Politics and Government', 'Antitrust Laws and Competition Issues']","['Amazon.com Inc', 'House Committee on the Judiciary']","['Bezos, Jeffrey P']",,Amazon Makes No Promises on Bezos Testimony,The company said it would be happy to send someone to testify. But it never mentions Jeff Bezos.,2020-05-15T18:44:45-04:00,2020-05-15 23:44:45+01:00
1,15amazon,sentence,0.0,0.0,,Amazon Makes No Promises on Bezos Testimony.,BY DAVID MCCABE,Technology,Article,News,"['United States Politics and Government', 'Antitrust Laws and Competition Issues']","['Amazon.com Inc', 'House Committee on the Judiciary']","['Bezos, Jeffrey P']",,Amazon Makes No Promises on Bezos Testimony,The company said it would be happy to send someone to testify. But it never mentions Jeff Bezos.,2020-05-15T18:44:45-04:00,2020-05-15 23:44:45+01:00
